Region, Date, Frequency, Estimated Unemployment Rate (%), Estimated Employed, Estimated Labour Participation Rate (%)
Goa, 29-02-2016, M, 10.75, 582685.00, 53.71
Goa, 31-03-2016, M, 5.11, 615303.00, 53.29
Goa, 31-05-2016, M, 16.04, 590215.00, 57.64
Goa, 30-06-2016, M, 13.91, 586814.00, 55.83
Goa, 31-07-2016, M, 5.25, 623983.00, 53.88
Goa, 31-08-2016, M, 10.74, 595317.00, 54.51
Goa, 30-09-2016, M, 13.28, 616178.00, 58.01
Goa, 31-10-2016, M, 12.00, 589874.00, 54.66
Goa, 30-11-2016, M, 9.73, 603695.00, 54.48
Goa, 31-12-2016, M, 8.34, 608771.00, 54.04
Goa, 31-01-2017, M, 12.24, 620518.00, 57.46
Goa, 28-02-2017, M, 12.38, 592760.00, 54.93
Goa, 31-03-2017, M, 8.55, 603215.00, 53.49
Goa, 30-04-2017, M, 5.89, 589160.00, 50.72
Goa, 31-05-2017, M, 9.89, 622399.00, 55.90
Goa, 30-06-2017, M, 9.27, 584881.00, 52.11
Goa, 31-07-2017, M, 3.95, 590560.00, 49.65
Goa, 31-08-2017, M, 7.65, 593907.00, 51.87
Goa, 30-09-2017, M, 6.67, 602667.00, 52.03
Goa, 31-10-2017, M, 8.60, 571857.00, 50.35
Goa, 30-11-2017, M, 2.83, 588479.00, 48.69
Goa, 31-12-2017, M, 4.49, 615914.00, 51.78
Goa, 31-01-2018, M, 4.97, 567631.00, 47.91
Goa, 28-02-2018, M, 6.35, 543703.00, 46.53
Goa, 31-03-2018, M, 3.33, 594836.00, 49.25
Goa, 30-04-2018, M, 6.00, 597612.00, 50.83
Goa, 31-05-2018, M, 3.25, 583684.00, 48.18
Goa, 30-06-2018, M, 4.84, 544876.00, 45.68
Goa, 31-07-2018, M, 3.80, 579230.00, 47.99
Goa, 31-08-2018, M, 6.82, 578404.00, 49.41
Goa, 30-09-2018, M, 4.11, 563538.00, 46.73
Goa, 31-10-2018, M, 5.07, 540168.00, 45.19
Goa, 30-11-2018, M, 2.14, 552106.00, 44.76
Goa, 31-12-2018, M, 7.17, 574795.00, 49.07
Goa, 31-01-2019, M, 7.45, 481283.00, 41.17
Goa, 28-02-2019, M, 7.08, 475535.00, 40.47
Goa, 31-03-2019, M, 8.87, 463645.00, 40.19
Goa, 30-04-2019, M, 9.30, 509668.00, 44.34
Goa, 31-05-2019, M, 2.82, 444196.00, 36.03
Goa, 30-06-2019, M, 10.66, 474485.00, 41.81
Goa, 31-07-2019, M, 11.80, 447804.00, 39.93
Goa, 31-08-2019, M, 3.67, 426879.00, 34.81
Goa, 30-09-2019, M, 3.53, 458583.00, 37.30
Goa, 31-10-2019, M, 10.44, 467704.00, 40.93
Goa, 30-11-2019, M, 24.66, 431101.00, 44.80
Goa, 31-12-2019, M, 11.80, 465309.00, 41.26
Goa, 31-01-2020, M, 8.89, 416750.00, 35.73
Goa, 29-02-2020, M, 2.81, 478068.00, 38.38
Goa, 31-03-2020, M, 5.25, 411761.00, 33.88
Goa, 30-04-2020, M, 13.31, 500614.00, 44.97
Goa, 31-05-2020, M, 21.25, 378244.00, 37.36
Goa, 30-06-2020, M, 9.96, 489111.00, 42.21
Goa, 31-07-2020, M, 17.07, 458876.00, 42.94
Goa, 31-08-2020, M, 16.21, 473016.00, 43.76
Goa, 30-09-2020, M, 15.38, 425004.00, 38.89
Goa, 31-10-2020, M, 10.95, 388583.00, 33.75
Goa, 30-11-2020, M, 15.88, 376472.00, 34.58
Goa, 31-12-2020, M, 13.20, 439150.00, 39.05
Goa, 31-01-2021, M, 16.01, 424096.00, 38.93
Goa, 28-02-2021, M, 20.58, 438421.00, 42.51
Goa, 31-03-2021, M, 22.08, 393170.00, 38.81
Goa, 30-04-2021, M, 25.73, 366499.00, 37.92
Goa, 31-05-2021, M, 20.49, 450287.00, 43.47
Goa, 30-06-2021, M, 17.89, 405565.00, 37.87
Goa, 31-07-2021, M, 21.71, 398314.00, 38.96
Goa, 31-08-2021, M, 12.61, 459677.00, 40.24
Goa, 30-09-2021, M, 7.44, 413634.00, 34.15
Goa, 31-10-2021, M, 12.03, 420856.00, 36.51
Goa, 30-11-2021, M, 12.65, 413392.00, 36.08
Goa, 31-12-2021, M, 11.99, 392368.00, 33.95
Goa, 31-01-2022, M, 11.58, 399352.00, 34.36
Goa, 28-02-2022, M, 12.04, 376336.00, 32.51
Goa, 31-03-2022, M, 12.74, 422073.00, 36.71
Goa, 30-04-2022, M, 15.49, 435354.00, 39.06
Goa, 31-05-2022, M, 13.42, 374329.00, 32.74
Goa, 30-06-2022, M, 5.45, 425949.00, 34.08
Goa, 31-07-2022, M, 13.70, 373464.00, 32.70
Goa, 31-08-2022, M, 13.67, 410887.00, 35.92
Goa, 30-09-2022, M, 10.86, 392383.00, 33.19
Goa, 30-11-2022, M, 13.64, 385967.00, 33.62
Gujarat, 31-01-2016, M, 3.44, 21488124.00, 46.35
Gujarat, 29-02-2016, M, 4.12, 21120270.00, 45.80
Gujarat, 31-03-2016, M, 4.07, 21774339.00, 47.10
Gujarat, 30-04-2016, M, 3.30, 22470289.00, 48.13
Gujarat, 31-05-2016, M, 2.63, 23071104.00, 48.98
Gujarat, 30-06-2016, M, 2.92, 21713869.00, 46.15
Gujarat, 31-07-2016, M, 2.68, 22310023.00, 47.21
Gujarat, 31-08-2016, M, 1.38, 21965447.00, 45.78
Gujarat, 30-09-2016, M, 2.00, 22685230.00, 47.48
Gujarat, 31-10-2016, M, 1.28, 22966016.00, 47.63
Gujarat, 30-11-2016, M, 2.20, 22639797.00, 47.30
Gujarat, 31-12-2016, M, 5.04, 21905325.00, 47.04
Gujarat, 31-01-2017, M, 1.98, 22728175.00, 47.19
Gujarat, 28-02-2017, M, 1.33, 22336849.00, 45.99
Gujarat, 31-03-2017, M, 4.28, 21651839.00, 45.87
Gujarat, 30-04-2017, M, 3.66, 21957451.00, 46.13
Gujarat, 31-05-2017, M, 1.95, 21823962.00, 44.96
Gujarat, 30-06-2017, M, 2.86, 22108034.00, 45.89
Gujarat, 31-07-2017, M, 3.55, 21408478.00, 44.66
Gujarat, 31-08-2017, M, 2.57, 22329321.00, 46.02
Gujarat, 30-09-2017, M, 3.87, 21125763.00, 44.05
Gujarat, 31-10-2017, M, 5.40, 21666730.00, 45.82
Gujarat, 30-11-2017, M, 2.80, 22428715.00, 46.08
Gujarat, 31-12-2017, M, 1.36, 22667259.00, 45.79
Gujarat, 31-01-2018, M, 2.93, 21445588.00, 43.94
Gujarat, 28-02-2018, M, 9.53, 21756349.00, 47.74
Gujarat, 31-03-2018, M, 4.73, 22601847.00, 47.01
Gujarat, 30-04-2018, M, 4.98, 22884860.00, 47.63
Gujarat, 31-05-2018, M, 5.06, 20769407.00, 43.18
Gujarat, 30-06-2018, M, 6.47, 21502364.00, 45.29
Gujarat, 31-07-2018, M, 4.54, 22738160.00, 46.83
Gujarat, 31-08-2018, M, 3.58, 23304754.00, 47.43
Gujarat, 30-09-2018, M, 4.34, 22015881.00, 45.08
Gujarat, 31-10-2018, M, 7.40, 22389433.00, 47.26
Gujarat, 30-11-2018, M, 5.09, 23778766.00, 48.88
Gujarat, 31-12-2018, M, 3.66, 23705055.00, 47.91
Gujarat, 31-01-2019, M, 5.80, 23754560.00, 49.00
Gujarat, 28-02-2019, M, 5.54, 23789056.00, 48.86
Gujarat, 31-03-2019, M, 4.53, 24364847.00, 49.41
Gujarat, 30-04-2019, M, 3.00, 24177961.00, 48.16
Gujarat, 31-05-2019, M, 3.38, 23641286.00, 47.19
Gujarat, 30-06-2019, M, 5.45, 23344240.00, 47.52
Gujarat, 31-07-2019, M, 4.81, 24155108.00, 48.75
Gujarat, 31-08-2019, M, 3.92, 23735498.00, 47.36
Gujarat, 30-09-2019, M, 6.15, 22889629.00, 46.67
Gujarat, 31-10-2019, M, 5.15, 24302741.00, 48.93
Gujarat, 30-11-2019, M, 5.86, 24383939.00, 49.37
Gujarat, 31-12-2019, M, 4.42, 24050638.00, 47.87
Gujarat, 31-01-2020, M, 5.54, 24126346.00, 48.49
Gujarat, 29-02-2020, M, 6.38, 24757795.00, 50.11
Gujarat, 31-03-2020, M, 6.66, 23566641.00, 47.75
Gujarat, 30-04-2020, M, 18.71, 15288878.00, 35.50
Gujarat, 31-05-2020, M, 12.11, 17836936.00, 38.23
Gujarat, 30-06-2020, M, 3.20, 23657055.00, 45.96
Gujarat, 31-07-2020, M, 1.84, 24276120.00, 46.41
Gujarat, 31-08-2020, M, 1.87, 22817232.00, 43.55
Gujarat, 30-09-2020, M, 3.41, 24978668.00, 48.34
Gujarat, 31-10-2020, M, 4.03, 25970259.00, 50.49
Gujarat, 30-11-2020, M, 3.86, 24161076.00, 46.79
Gujarat, 31-12-2020, M, 3.05, 21483898.00, 41.18
Gujarat, 31-01-2021, M, 3.19, 24009720.00, 46.00
Gujarat, 28-02-2021, M, 3.17, 24070070.00, 46.02
Gujarat, 31-03-2021, M, 2.16, 24357415.00, 46.00
Gujarat, 30-04-2021, M, 1.77, 24320086.00, 45.66
Gujarat, 31-05-2021, M, 2.34, 24179141.00, 45.57
Gujarat, 30-06-2021, M, 1.79, 24842134.00, 46.46
Gujarat, 31-07-2021, M, 1.82, 25227354.00, 47.10
Gujarat, 31-08-2021, M, 1.61, 23838107.00, 44.33
Gujarat, 30-09-2021, M, 1.29, 25252205.00, 46.71
Gujarat, 31-10-2021, M, 2.39, 25890884.00, 48.34
Gujarat, 30-11-2021, M, 1.45, 25500373.00, 47.06
Gujarat, 31-12-2021, M, 1.63, 24770121.00, 45.71
Gujarat, 31-01-2022, M, 1.17, 25174157.00, 46.15
Gujarat, 28-02-2022, M, 2.47, 26662328.00, 49.44
Gujarat, 31-03-2022, M, 1.80, 25308074.00, 46.51
Gujarat, 30-04-2022, M, 1.55, 25492174.00, 46.64
Gujarat, 31-05-2022, M, 2.10, 25400738.00, 46.64
Gujarat, 30-06-2022, M, 3.01, 25247094.00, 46.70
Gujarat, 31-07-2022, M, 2.24, 25906215.00, 47.45
Gujarat, 31-08-2022, M, 2.63, 23595197.00, 43.30
Gujarat, 30-09-2022, M, 1.56, 25465156.00, 46.14
Gujarat, 31-10-2022, M, 1.72, 26944902.00, 48.80
Gujarat, 30-11-2022, M, 2.49, 25207967.00, 45.93
Haryana, 31-01-2016, M, 14.82, 7990833.00, 46.62
Haryana, 29-02-2016, M, 11.83, 7984203.00, 44.91
Haryana, 31-03-2016, M, 10.40, 8061205.00, 44.53
Haryana, 30-04-2016, M, 13.57, 7932826.00, 45.33
Haryana, 31-05-2016, M, 10.78, 8213227.00, 45.36
Haryana, 30-06-2016, M, 11.67, 7666571.00, 42.68
Haryana, 31-07-2016, M, 9.54, 7652062.00, 41.51
Haryana, 31-08-2016, M, 14.50, 7907110.00, 45.29
Haryana, 30-09-2016, M, 6.67, 8100227.00, 42.41
Haryana, 31-10-2016, M, 9.77, 7837746.00, 42.35
Haryana, 30-11-2016, M, 7.22, 7818449.00, 41.00
Haryana, 31-12-2016, M, 15.38, 7361348.00, 42.24
Haryana, 31-01-2017, M, 7.23, 7809719.00, 40.79
Haryana, 28-02-2017, M, 8.11, 7801926.00, 41.06
Haryana, 31-03-2017, M, 3.41, 7360173.00, 36.77
Haryana, 30-04-2017, M, 2.04, 7179748.00, 35.29
Haryana, 31-05-2017, M, 2.71, 7574585.00, 37.41
Haryana, 30-06-2017, M, 4.20, 7714861.00, 38.61
Haryana, 31-07-2017, M, 5.51, 7325990.00, 37.10
Haryana, 31-08-2017, M, 1.76, 7373641.00, 35.84
Haryana, 30-09-2017, M, 12.30, 7950912.00, 43.20
Haryana, 31-10-2017, M, 14.32, 7838315.00, 43.49
Haryana, 30-11-2017, M, 13.96, 7482687.00, 41.26
Haryana, 31-12-2017, M, 19.57, 7430980.00, 43.74
Haryana, 31-01-2018, M, 13.21, 7813868.00, 42.53
Haryana, 28-02-2018, M, 15.52, 7650882.00, 42.70
Haryana, 31-03-2018, M, 12.76, 7369184.00, 39.74
Haryana, 30-04-2018, M, 21.41, 7269591.00, 43.43
Haryana, 31-05-2018, M, 15.21, 7615814.00, 42.08
Haryana, 30-06-2018, M, 16.67, 7656500.00, 42.96
Haryana, 31-07-2018, M, 14.93, 7383964.00, 40.49
Haryana, 31-08-2018, M, 23.14, 7337554.00, 44.44
Haryana, 30-09-2018, M, 17.21, 7722620.00, 43.33
Haryana, 31-10-2018, M, 18.70, 7774535.00, 44.33
Haryana, 30-11-2018, M, 18.97, 7185680.00, 41.02
Haryana, 31-12-2018, M, 24.51, 7237817.00, 44.26
Haryana, 31-01-2019, M, 17.89, 7695203.00, 43.17
Haryana, 28-02-2019, M, 21.29, 7579380.00, 44.27
Haryana, 31-03-2019, M, 18.99, 7112728.00, 40.27
Haryana, 30-04-2019, M, 26.39, 7120484.00, 44.28
Haryana, 31-05-2019, M, 18.27, 7942782.00, 44.39
Haryana, 30-06-2019, M, 22.10, 7590368.00, 44.41
Haryana, 31-07-2019, M, 19.53, 7232533.00, 40.88
Haryana, 31-08-2019, M, 28.68, 7081312.00, 45.06
Haryana, 30-09-2019, M, 20.19, 7815959.00, 44.35
Haryana, 31-10-2019, M, 23.04, 7620290.00, 44.75
Haryana, 30-11-2019, M, 20.36, 7280003.00, 41.23
Haryana, 31-12-2019, M, 27.56, 7152316.00, 44.43
Haryana, 31-01-2020, M, 20.34, 7693231.00, 43.36
Haryana, 29-02-2020, M, 25.77, 7322942.00, 44.21
Haryana, 31-03-2020, M, 25.05, 6641555.00, 39.63
Haryana, 30-04-2020, M, 43.22, 5647630.00, 44.38
Haryana, 31-05-2020, M, 29.02, 6437868.00, 40.39
Haryana, 30-06-2020, M, 26.70, 6951934.00, 42.14
Haryana, 31-07-2020, M, 24.18, 6800652.00, 39.77
Haryana, 31-08-2020, M, 33.50, 7113788.00, 47.32
Haryana, 30-09-2020, M, 19.33, 7190435.00, 39.35
Haryana, 31-10-2020, M, 27.32, 6686733.00, 40.53
Haryana, 30-11-2020, M, 25.61, 7054038.00, 41.68
Haryana, 31-12-2020, M, 32.49, 6723049.00, 43.69
Haryana, 31-01-2021, M, 17.65, 7510342.00, 39.92
Haryana, 28-02-2021, M, 26.31, 6808544.00, 40.36
Haryana, 31-03-2021, M, 27.58, 7255469.00, 43.67
Haryana, 30-04-2021, M, 35.13, 6860556.00, 46.00
Haryana, 31-05-2021, M, 28.73, 6425654.00, 39.13
Haryana, 30-06-2021, M, 27.84, 6772377.00, 40.65
Haryana, 31-07-2021, M, 28.08, 6997825.00, 42.05
Haryana, 31-08-2021, M, 35.70, 6933829.00, 46.51
Haryana, 30-09-2021, M, 21.13, 7360554.00, 40.16
Haryana, 31-10-2021, M, 30.69, 6828800.00, 42.31
Haryana, 30-11-2021, M, 29.20, 7024063.00, 42.51
Haryana, 31-12-2021, M, 34.07, 7149677.00, 46.37
Haryana, 31-01-2022, M, 23.36, 7408951.00, 41.25
Haryana, 28-02-2022, M, 30.94, 6895203.00, 42.52
Haryana, 31-03-2022, M, 26.50, 7009253.00, 40.52
Haryana, 30-04-2022, M, 34.48, 7122831.00, 46.10
Haryana, 31-05-2022, M, 24.60, 7351377.00, 41.25
Haryana, 30-06-2022, M, 30.53, 6782012.00, 41.22
Haryana, 31-07-2022, M, 26.92, 7056243.00, 40.68
Haryana, 31-08-2022, M, 37.34, 7112319.00, 47.72
Haryana, 30-09-2022, M, 22.89, 7370594.00, 40.10
Haryana, 31-10-2022, M, 31.76, 6988148.00, 42.87
Haryana, 30-11-2022, M, 30.60, 7302006.00, 43.95
Himachal Pradesh, 31-01-2016, M, 3.16, 2252583.00, 41.60
Himachal Pradesh, 29-02-2016, M, 3.32, 2220379.00, 41.01
Himachal Pradesh, 31-03-2016, M, 5.54, 2335451.00, 44.08
Himachal Pradesh, 30-04-2016, M, 4.24, 1982465.00, 36.85
Himachal Pradesh, 31-05-2016, M, 4.11, 2279919.00, 42.25
Himachal Pradesh, 30-06-2016, M, 1.38, 2270199.00, 40.84
Himachal Pradesh, 31-07-2016, M, 9.83, 2254133.00, 44.28
Himachal Pradesh, 31-08-2016, M, 4.32, 2083962.00, 38.51
Himachal Pradesh, 30-09-2016, M, 1.84, 2313262.00, 41.60
Himachal Pradesh, 31-10-2016, M, 0.92, 2266757.00, 40.32
Himachal Pradesh, 30-11-2016, M, 4.17, 2328150.00, 42.75
Himachal Pradesh, 31-12-2016, M, 1.74, 2285976.00, 40.87
Himachal Pradesh, 31-01-2017, M, 1.72, 2366775.00, 42.24
Himachal Pradesh, 28-02-2017, M, 2.66, 2325936.00, 41.84
Himachal Pradesh, 31-03-2017, M, 3.28, 2462377.00, 44.51
Himachal Pradesh, 30-04-2017, M, 0.49, 2293658.00, 40.23
Himachal Pradesh, 31-05-2017, M, 1.85, 2360892.00, 41.92
Himachal Pradesh, 30-06-2017, M, 1.55, 2324493.00, 41.08
Himachal Pradesh, 31-07-2017, M, 2.89, 2256791.00, 40.37
Himachal Pradesh, 31-08-2017, M, 1.24, 2325795.00, 40.84
Himachal Pradesh, 30-09-2017, M, 4.50, 2363416.00, 42.85
Himachal Pradesh, 31-10-2017, M, 5.37, 2270250.00, 41.47
